p_name,t_fips,t_cap,ylat,xlong,geometry
Marsh Hill,36101.0,16200.0,42.1773228,-77.5045769,POINT (-77.50457689999999 42.1773228)
Marshall,27083.0,18900.0,44.32869177777778,-95.815757,POINT (-95.815757 44.328691777777784)
Marshall Wind Energy,20117.0,72000.0,39.85017888888889,-96.37152605555555,POINT (-96.37152605555555 39.85017888888888)
Martinsdale Colony South,30107.0,2000.0,46.496305625,-110.271793375,POINT (-110.27179337500002 46.496305625000005)
Maryneal,48353.0,182400.0,32.20148939473684,-100.46726986842106,POINT (-100.46726986842104 32.20148939473686)
Mason City Wind,19033.0,7940.0,43.14282600000001,-93.09755433333333,POINT (-93.09755433333333 43.14282600000001)
Mason Wind LLC Dyersville,19055.0,6000.0,42.48997266666667,-91.226903,POINT (-91.226903 42.48997266666667)
Mason Wind LLC Fairbank,19065.0,6000.0,42.64771,-92.01899733333333,POINT (-92.01899733333333 42.64771)
Mason Wind LLC Mason City,19033.0,10000.0,43.1142884,-93.1820556,POINT (-93.1820556 43.1142884)
Mason Wind LLC Perry,19049.0,6000.0,41.81940733333334,-94.08015666666667,POINT (-94.08015666666667 41.81940733333334)
Maverick Creek,48095.0,488300.0,31.26292061904762,-99.8452286984127,POINT (-99.84522869841271 31.262920619047623)
Maverick Wind,40093.0,287900.0,36.28902252427184,-98.15591962135922,POINT (-98.15591962135922 36.28902252427184)
McAdoo,48125.0,150000.0,33.76395849,-100.98416856,POINT (-100.98416856 33.76395848999999)
McFadden Ridge,56001.0,35150.0,41.65593478947368,-106.03753184210527,POINT (-106.03753184210527 41.65593478947368)
McKinley Wind Park,26063.0,14400.0,43.874954555555554,-83.25702577777777,POINT (-83.25702577777777 43.87495455555555)
McNeilus,27039.0,52350.0,43.92055991489362,-92.83453559574468,POINT (-92.83453559574471 43.92055991489362)
Meadow Creek,16019.0,119700.0,43.55108903508772,-111.81440921052632,POINT (-111.81440921052634 43.55108903508773)
Meadow Lake,18181.0,199650.0,40.63820942975207,-86.93537610743802,POINT (-86.93537610743802 40.638209429752074)
Meadow Lake II,18181.0,99000.0,40.64270290909091,-87.03234715151514,POINT (-87.03234715151513 40.642702909090914)
Meadow Lake III,18181.0,103500.0,40.6027140289855,-87.02035047826087,POINT (-87.0203504782609 40.602714028985496)
Meadow Lake IV,18181.0,98700.0,40.67732453191489,-87.0365820212766,POINT (-87.03658202127663 40.6773245319149)
Meadow Lake V,18181.0,100000.0,40.723714199999996,-87.02670302,POINT (-87.02670302 40.723714199999996)
Meadow Lake VI,18007.0,200400.0,40.691905442622954,-87.14060555737704,POINT (-87.14060555737703 40.69190544262294)
Meadow Ridge,19001.0,1600.0,41.390095,-94.446289,POINT (-94.446289 41.390095)
Medicine Bow,56007.0,6270.0,41.83471922222222,-106.24306144444444,POINT (-106.24306144444445 41.83471922222222)
Mehoopany,42131.0,140800.0,41.46764411363636,-76.07719257954545,POINT (-76.07719257954547 41.46764411363636)
Mendota Hills Repowering,17103.0,76125.0,41.72122131034483,-89.05392034482759,POINT (-89.05392034482759 41.72122131034482)
Meridian Way,20029.0,105000.0,39.41774468571428,-97.54869774285714,POINT (-97.54869774285713 39.41774468571429)
Meridian Way II,20029.0,96000.0,39.42364603125,-97.744207875,POINT (-97.744207875 39.423646031249994)
Meridian Wind Park,26111.0,222120.0,43.482286671052634,-84.36075569736842,POINT (-84.3607556973684 43.48228667105263)
Merricourt,38051.0,150000.0,46.113811586666664,-99.04653956,POINT (-99.04653956000001 46.113811586666664)
Mesalands,35037.0,1500.0,35.169693,-103.738991,POINT (-103.738991 35.169693)
Mesquite Creek,48115.0,211220.0,32.715948483050845,-101.7478275,POINT (-101.74782749999999 32.715948483050845)
Mesquite Sky,48059.0,340000.0,32.45845301470588,-99.49348133823528,POINT (-99.49348133823533 32.45845301470587)
Mesquite Star,48151.0,418900.0,32.584458822033895,-100.55880743220338,POINT (-100.55880743220334 32.58445882203389)
Mesteno,48427.0,201600.0,26.52582644642857,-98.75021655357143,POINT (-98.75021655357143 26.525826446428564)
Meyersdale,42111.0,30000.0,39.789366799999996,-79.00325695000001,POINT (-79.00325695000001 39.7893668)
Miami,48211.0,288600.0,35.653755346153844,-100.53868121153846,POINT (-100.53868121153846 35.65375534615382)
Michigan Wind I,26063.0,69000.0,43.7164397173913,-82.94615454347827,POINT (-82.94615454347824 43.71643971739131)
Michigan Wind II,26151.0,90000.0,43.63583800000001,-82.73299413999999,POINT (-82.73299413999999 43.63583799999999)
Midland Wind,17073.0,105500.0,41.27518672,-90.00688236,POINT (-90.00688236 41.275186719999994)
Midway,48409.0,159390.0,27.945827130434783,-97.32783278260868,POINT (-97.32783278260868 27.945827130434783)
Milford Phase I,49001.0,203500.0,38.53568075257732,-112.93481364948452,POINT (-112.93481364948455 38.53568075257732)
Milford Phase II,49027.0,102000.0,38.58522041176471,-112.93083473529411,POINT (-112.93083473529413 38.5852204117647)
Mill Run Windpower LLC,42051.0,15000.0,39.9213804,-79.3903121,POINT (-79.3903121 39.9213804)
Milligan 1,31151.0,297250.0,40.505043132653064,-97.20209234693878,POINT (-97.20209234693874 40.50504313265306)
Milner Dam,16031.0,19500.0,42.46044076923077,-114.01888792307692,POINT (-114.01888792307692 42.46044076923078)
Milo,35041.0,49650.0,33.90093456,-103.36381768,POINT (-103.36381768 33.90093456)
MinWind I & II,27133.0,3800.0,43.5551175,-96.3088435,POINT (-96.30884350000001 43.5551175)
Minco II,40051.0,100800.0,35.329236825396826,-98.05861103174604,POINT (-98.05861103174603 35.329236825396826)
Minco III,40017.0,115800.0,35.37613187301587,-98.15396823809525,POINT (-98.15396823809523 35.37613187301588)
Minco IV,40015.0,129665.0,35.44572906557377,-98.32213203278688,POINT (-98.32213203278691 35.44572906557376)
Minco Wind,40051.0,99200.0,35.27995458064516,-97.98370179032257,POINT (-97.98370179032257 35.27995458064517)
Minden Wind Park,26151.0,32000.0,43.636657050000004,-82.78185035,POINT (-82.78185035 43.63665704999999)
Minn-Dakota,27081.0,150000.0,44.30642764,-96.41857517,POINT (-96.41857517 44.30642764)
Minnesota Wind Share,27101.0,5400.0,43.959059333333336,-95.98049133333335,POINT (-95.98049133333335 43.95905933333333)
Minonk,17105.0,200000.0,40.87222193,-88.9498861,POINT (-88.94988609999999 40.872221929999995)
Missouri River Energy Services (MRES),27105.0,5500.0,43.6213415,-95.67885833333334,POINT (-95.67885833333334 43.6213415)
Montague,41021.0,200850.0,45.54294817857143,-120.11561973214285,POINT (-120.11561973214286 45.54294817857142)
Montezuma,6095.0,36800.0,38.16170125,-121.7969866875,POINT (-121.79698668750001 38.16170125)
Montezuma Winds II,6095.0,78200.0,38.11861561764706,-121.8217953529412,POINT (-121.8217953529412 38.11861561764705)
Montfort Wind Farm,55049.0,30000.0,42.9607915,-90.38321795,POINT (-90.38321794999999 42.96079149999999)
Montgomery Ranch,48155.0,8400.0,33.876270500000004,-99.623974,POINT (-99.623974 33.876270500000004)
Moorhead,27027.0,1500.0,46.8951265,-96.7310755,POINT (-96.7310755 46.8951265)
Moraine II,27117.0,49500.0,44.111107727272724,-96.06648806060606,POINT (-96.06648806060606 44.111107727272724)
Moraine Sands Wind,17125.0,171000.0,40.18890702631579,-89.80791065789474,POINT (-89.80791065789474 40.18890702631578)
Moraine Wind Power project,27117.0,51000.0,44.06682435294118,-96.055816,POINT (-96.055816 44.066824352941175)
Morning Light,19001.0,112380.0,41.44096953333333,-94.57768142222223,POINT (-94.57768142222223 41.44096953333333)
"Moulton, Chandler Hills Wind Farm Phase II",27101.0,1980.0,43.90069233333333,-95.951027,POINT (-95.951027 43.90069233333333)
Mount Wachusett Wind Farm,25027.0,3000.0,42.589642,-71.98389850000001,POINT (-71.98389850000001 42.589642)
Mountain Breeze,8123.0,171720.0,40.96966388709678,-104.01883325806452,POINT (-104.01883325806452 40.969663887096765)
Mountain Home,16039.0,42000.0,43.04068925,-115.47357174999999,POINT (-115.47357174999999 43.04068925)
Mountain Lake Wind,27033.0,1200.0,43.940548,-94.943382,POINT (-94.943382 43.940548)
Mountain View IV,6065.0,49000.0,33.8828086122449,-116.560699,POINT (-116.56069899999994 33.882808612244894)
Mountain View Power Partners I & II,6065.0,11400.0,33.89864926315789,-116.5967522105263,POINT (-116.5967522105263 33.89864926315789)
Mountain View Power Partners III,6065.0,22440.0,33.91420632352941,-116.5912329117647,POINT (-116.59123291176465 33.914206323529406)
Mountain View Power Partners Repower,6065.0,66700.0,33.910323625000004,-116.6172115,POINT (-116.61721150000001 33.910323625)
Mountain Wind I,56041.0,60900.0,41.289517206896555,-110.50300837931034,POINT (-110.50300837931036 41.28951720689655)
Mountain Wind II,56041.0,79800.0,41.2685885,-110.54418160526316,POINT (-110.54418160526313 41.26858850000001)
Mountaineer Wind Energy Center (Thomas),54093.0,66000.0,39.185288863636366,-79.53544077272727,POINT (-79.53544077272727 39.18528886363637)
Mower County Wind Energy Center,27099.0,98900.0,43.61101811627907,-92.59683030232559,POINT (-92.59683030232556 43.611018116279055)
Mozart,48263.0,30000.0,32.99173833333333,-100.53093966666667,POINT (-100.53093966666667 32.99173833333333)
Munnsville,36053.0,34500.0,42.92641278260869,-75.55895891304348,POINT (-75.55895891304345 42.926412782608686)
Musselshell I,30107.0,10500.0,46.283322,-109.47131557142858,POINT (-109.47131557142856 46.283322)
Musselshell II,30107.0,10500.0,46.26536514285714,-109.50257428571429,POINT (-109.50257428571429 46.26536514285714)
Mustang Hills,6029.0,18000.0,35.029711999999996,-118.2411715,POINT (-118.2411715 35.029711999999996)
NREL - NWTC,8059.0,7100.0,39.90859733333334,-105.22460683333333,POINT (-105.22460683333333 39.90859733333334)
Na Pua Makani,15003.0,27600.0,21.667064375,-157.95991525,POINT (-157.95991525 21.667064375)
"NedPower Mount Storm, Phase I",54023.0,164000.0,39.18506962195122,-79.23182676829268,POINT (-79.23182676829268 39.185069621951214)
"NedPower Mount Storm, Phase II",54023.0,100000.0,39.25541406,-79.18298684,POINT (-79.18298684 39.25541406)
Neosho Ridge,20133.0,298800.0,37.49973481884058,-95.38544651449274,POINT (-95.38544651449277 37.499734818840594)
Neppel Wind Power Project,19063.0,1500.0,43.401993,-94.579018,POINT (-94.579018 43.401993)
Nestle Waters,6065.0,3000.0,33.916994,-116.749889,POINT (-116.749889 33.916994)
Nestle Waters II,6065.0,1850.0,33.911694,-116.753098,POINT (-116.753098 33.911694)
New Creek Wind,54023.0,102500.0,39.247553979591835,-79.11635353061224,POINT (-79.11635353061223 39.247553979591835)
New Frontier,38049.0,100050.0,47.87395896551725,-100.92564079310344,POINT (-100.92564079310347 47.87395896551723)
New Harvest,19047.0,100000.0,42.17234716,-95.44912424,POINT (-95.44912424 42.17234715999999)
New London,19087.0,1500.0,40.954773,-91.395172,POINT (-91.395172 40.954773)
New Mexico Wind Energy Center,35037.0,204000.0,34.63558255882353,-104.05993813235294,POINT (-104.05993813235295 34.63558255882353)
New York State Thruway Authority,36013.0,1100.0,42.43075875,-79.39859974999999,POINT (-79.39859974999999 42.430758749999995)
Nine Canyon,53005.0,48100.0,46.096690891891896,-119.09388567567566,POINT (-119.0938856756757 46.09669089189188)
Nine Canyon II,53005.0,15600.0,46.10712683333333,-119.14934466666666,POINT (-119.14934466666665 46.10712683333333)
Nine Canyon III,53005.0,32200.0,46.105596428571424,-119.12505557142858,POINT (-119.12505557142856 46.105596428571424)
Ninnescah,20151.0,208265.0,37.587537669421486,-98.60997859504131,POINT (-98.60997859504128 37.58753766942148)
Niyol Wind,8075.0,206440.0,40.61813668918919,-102.97148750000001,POINT (-102.97148750000001 40.61813668918919)
No Fossil Fuel - Kingston,25023.0,6000.0,41.97209166666667,-70.726967,POINT (-70.726967 41.972091666666664)
Noble Altona,36019.0,97500.0,44.820633907692304,-73.64967252307692,POINT (-73.64967252307692 44.82063390769229)
Noble Bliss,36121.0,100500.0,42.5451171641791,-78.25864031343284,POINT (-78.25864031343285 42.545117164179125)
Noble Chateaugay,36033.0,106500.0,44.89893902816901,-74.03575995774648,POINT (-74.03575995774649 44.89893902816901)
Noble Clinton,36019.0,100500.0,44.921359835820894,-73.99393073134327,POINT (-73.9939307313433 44.921359835820894)
Noble Ellenburg,36019.0,81000.0,44.86983174074074,-73.97373362962963,POINT (-73.97373362962965 44.86983174074076)
Noble Great Plains,48195.0,114000.0,36.47458296052631,-101.36424888157894,POINT (-101.36424888157894 36.47458296052632)
Noble Wethersfield,36121.0,126000.0,42.62293007142857,-78.26085490476191,POINT (-78.26085490476186 42.62293007142856)
Nobles,27105.0,214740.0,43.68387229850747,-95.78957449253731,POINT (-95.78957449253737 43.68387229850746)
Nobles 2 Power Partners,27105.0,250400.0,43.79971325675676,-95.85068244594595,POINT (-95.85068244594589 43.79971325675676)
Nobles Cooperative Electric,27063.0,2100.0,43.718594,-95.437294,POINT (-95.437294 43.718594)
Nome Newton Peak,2180.0,1800.0,64.5685005,-165.4288635,POINT (-165.4288635 64.5685005)
Norgaard (7 Projects),27081.0,8750.0,44.299740285714286,-96.38780442857144,POINT (-96.38780442857141 44.29974028571428)
North Allegheny,42013.0,66000.0,40.388998575757576,-78.57719718181819,POINT (-78.57719718181819 40.38899857575758)
North Bend Wind,46069.0,197400.0,44.3779442,-99.65243992857143,POINT (-99.65243992857144 44.37794419999999)
North Dakota Wind I,38045.0,40500.0,46.32244025925926,-98.8865461851852,POINT (-98.88654618518521 46.32244025925926)
North Dakota Wind II,38045.0,21000.0,46.31877107142857,-98.88572592857143,POINT (-98.88572592857143 46.318771071428564)
North English,19157.0,200000.0,41.645778330000006,-92.55971312,POINT (-92.55971312 41.64577833000001)
North English II,19157.0,140000.0,41.63355538571428,-92.43176158571428,POINT (-92.43176158571427 41.6335553857143)
North Fork Ridge,29011.0,149400.0,37.41728068115942,-94.4820372173913,POINT (-94.4820372173913 37.41728068115941)
North Hurlburt,41021.0,61000.0,45.744886875,-120.06878654166667,POINT (-120.06878654166665 45.74488687499999)
North Kingstown Green,44009.0,1500.0,41.581593,-71.4869,POINT (-71.4869 41.581593)
North Shaokatan Wind Farm,27081.0,11880.0,44.42171827777778,-96.43470083333334,POINT (-96.43470083333334 44.421718277777785)
North Sky River,6029.0,162000.0,35.335578070000004,-118.18634645,POINT (-118.18634644999996 35.335578069999976)
Northeast Colorado Wind,8075.0,175700.0,40.97929675308642,-102.87197766666667,POINT (-102.8719776666667 40.97929675308643)
Northern Divide (Burke),38013.0,193240.0,48.80805681081081,-102.85981713513515,POINT (-102.85981713513515 48.80805681081079)
Northern Wind Repower,27101.0,94800.0,44.0050432,-96.03027214285714,POINT (-96.03027214285714 44.0050432)
Northwest Ohio,39125.0,105000.0,41.04357592857143,-84.58561214285714,POINT (-84.58561214285714 41.04357592857143)
Notrees,48495.0,152610.0,31.994007625,-102.82852444791666,POINT (-102.82852444791672 31.99400762499999)
Number Three Wind Farm,36049.0,99500.0,43.842779444444446,-75.59923611111111,POINT (-75.59923611111111 43.842779444444446)
O'Brien,19141.0,250263.0,43.19899314423076,-95.59955602884617,POINT (-95.59955602884617 43.198993144230755)
OK Wind Energy Center (mooreland),40153.0,102000.0,36.585108955882355,-99.30075589705882,POINT (-99.30075589705885 36.58510895588236)
OU Spirit,40153.0,101200.0,36.330704499999996,-99.48938654545455,POINT (-99.48938654545458 36.3307045)
Oak Creek Energy Systems,6029.0,4923.0,35.036421000000004,-118.3617359090909,POINT (-118.36173590909092 35.036421)
Oak Creek Wind Power Phase 2,6029.0,23100.0,35.034584,-118.36175790909091,POINT (-118.36175790909094 35.034584)
Oak Glen Wind Project,27147.0,43200.0,43.91552091666667,-93.12550895833334,POINT (-93.12550895833334 43.91552091666668)
Oak Tree,46025.0,20350.0,44.94311290909091,-97.74620609090908,POINT (-97.74620609090908 44.943112909090914)
Oakfield Wind,23003.0,147600.0,46.061903916666665,-68.10101939583333,POINT (-68.10101939583332 46.061903916666665)
Oasis Repowering,6029.0,55200.0,35.063680625,-118.2923164375,POINT (-118.2923164375 35.063680624999996)
Ocotillo,48227.0,58800.0,32.14280935714286,-101.39694478571428,POINT (-101.3969447857143 32.142809357142866)
Ocotillo Wind I,6025.0,264180.0,32.7472633125,-116.0405667142857,POINT (-116.04056671428566 32.747263312499996)
Odell,27063.0,200000.0,43.851633119999995,-94.93756078,POINT (-94.93756078 43.85163312000002)
Odin,27033.0,20000.0,43.8625561,-94.8596824,POINT (-94.85968240000001 43.86255609999999)
Old Settler Wind,48153.0,151200.0,34.02629312698412,-101.1562050952381,POINT (-101.15620509523805 34.02629312698413)
Oliver County Wind Energy Center,38065.0,50600.0,47.16715577272728,-101.22000390909092,POINT (-101.22000390909089 47.16715577272728)
Oliver II,38065.0,51200.0,47.16117025,-101.21019890625,POINT (-101.21019890624999 47.16117025)
Oliver III,38059.0,99250.0,46.951931395833334,-101.17000495833334,POINT (-101.17000495833332 46.95193139583335)
Olsen Farms,27117.0,1500.0,43.8951795,-96.338959,POINT (-96.338959 43.8951795)
Orangeville Wind,36121.0,93960.0,42.746163603448274,-78.24060375862068,POINT (-78.24060375862068 42.746163603448274)
Orchard Wind,41049.0,40000.0,45.663214875,-119.5063823125,POINT (-119.50638231250001 45.66321487500001)
Oregon Trail,16083.0,13500.0,42.83899377777778,-114.990299,POINT (-114.990299 42.83899377777778)
Orient 2019,19001.0,392200.0,41.22247742105263,-94.37312376315789,POINT (-94.37312376315789 41.22247742105262)
Orient I,19001.0,102000.0,41.18714160784314,-94.50313970588236,POINT (-94.50313970588236 41.187141607843145)
Origin,40099.0,150000.0,34.44597381333333,-97.26974781333332,POINT (-97.26974781333331 34.445973813333346)
Osage Utilities,19131.0,1500.0,43.292492,-92.840591,POINT (-92.840591 43.292492)
Osage Wind,40113.0,150360.0,36.70667367857143,-96.65345767857143,POINT (-96.65345767857148 36.706673678571434)
Osborn,29063.0,200910.0,39.838389072164944,-94.4454033814433,POINT (-94.44540338144331 39.838389072164944)
Oso Grande,35025.0,247395.0,33.00677175409836,-103.76414991803279,POINT (-103.76414991803281 33.006771754098374)
Otis Wind Energy Project,25003.0,1500.0,42.225765,-73.025764,POINT (-73.025764 42.225765)
Otter Creek,17099.0,158200.0,41.126169142857144,-88.69734207142858,POINT (-88.69734207142858 41.126169142857144)
Outlaw,29005.0,298600.0,40.52823439560439,-95.38585335164836,POINT (-95.38585335164834 40.528234395604414)
PYCO Soaring Wind Farm,48303.0,10000.0,33.5520834,-101.795511,POINT (-101.795511 33.5520834)
PaTu Wind Farm,41055.0,9000.0,45.60734416666667,-120.61728699999999,POINT (-120.61728700000002 45.60734416666667)
Pacific Wind,6029.0,143500.0,34.896789385714285,-118.42780334285713,POINT (-118.42780334285713 34.8967893857143)
Painted Hills Repower,6065.0,27000.0,33.93847644444444,-116.626237,POINT (-116.626237 33.93847644444445)
Pakini Nui (KA'ALUALU),15001.0,21000.0,18.971339714285712,-155.68959571428573,POINT (-155.68959571428573 18.971339714285715)
Palm Springs (repower),6065.0,49500.0,33.91820554545454,-116.58736033333334,POINT (-116.58736033333331 33.91820554545454)
Palmas Altas,48061.0,144900.0,26.300864413043477,-97.48015039130435,POINT (-97.48015039130435 26.30086441304348)
Palmer's Creek,27023.0,44600.0,44.85845088888889,-95.57230166666666,POINT (-95.57230166666668 44.85845088888888)
Palo Alto,19147.0,250000.0,43.216368232,-94.56128066400001,POINT (-94.56128066400001 43.21636823199998)
Palo Alto II,19147.0,90000.0,43.14952388888889,-94.50475788888889,POINT (-94.50475788888889 43.14952388888889)
Palo Duro,48195.0,249900.0,36.42180519727891,-101.03028548979593,POINT (-101.03028548979589 36.42180519727893)
Palouse,53075.0,104400.0,47.13493189655173,-117.3270775862069,POINT (-117.3270775862069 47.13493189655174)
Panhandle Wind 1,48065.0,218300.0,35.41958996610169,-101.24658613559323,POINT (-101.2465861355932 35.41958996610171)
Panhandle Wind 2,48065.0,181700.0,35.44322356962025,-101.385922,POINT (-101.38592199999998 35.44322356962024)
Panorama Wind,8123.0,145000.0,40.96686842424242,-103.90318225757576,POINT (-103.90318225757576 40.96686842424242)
Pantex Renewable Energy Project,48065.0,11500.0,35.322693,-101.5324112,POINT (-101.53241119999998 35.322693)
Panther Creek I,48227.0,153900.0,32.028913852631575,-101.4228199368421,POINT (-101.4228199368421 32.02891385263157)
Panther Creek II,48431.0,124740.0,31.93693142857143,-101.30081687012986,POINT (-101.30081687012982 31.936931428571434)
Panther Creek III,48431.0,212800.0,31.992351007518796,-101.1166877518797,POINT (-101.1166877518797 31.992351007518796)
Papalote Creek,48409.0,179850.0,27.935132798165135,-97.46265488990826,POINT (-97.4626548899083 27.93513279816513)
Papalote Creek II,48409.0,200100.0,27.977420620689653,-97.35091835632184,POINT (-97.35091835632184 27.977420620689664)
Passadumkeag,23019.0,42900.0,45.13197453846154,-68.350975,POINT (-68.350975 45.131974538461535)
Patriot,23027.0,4500.0,44.49516033333333,-69.335261,POINT (-69.335261 44.49516033333333)
Patriot Wind,48355.0,226050.0,27.595647936507937,-97.63659849206348,POINT (-97.63659849206346 27.595647936507923)
Patterson Pass,6001.0,8580.0,37.69664115151515,-121.61401121969698,POINT (-121.61401121969699 37.69664115151514)
Patterson Wind,6001.0,4745.0,37.69865221917808,-121.61401547945206,POINT (-121.61401547945201 37.698652219178086)
Patton Wind Farm,42021.0,30000.0,40.637958133333335,-78.69193366666667,POINT (-78.69193366666667 40.637958133333335)
Payne's Ferry,16083.0,21000.0,42.82478714285714,-115.00967885714286,POINT (-115.00967885714284 42.82478714285713)
Peak View Wind,8071.0,60860.0,37.67332544117647,-104.50695108823528,POINT (-104.50695108823527 37.673325441176466)
Pebble Springs,41021.0,98700.0,45.69167285106383,-120.12125114893617,POINT (-120.12125114893614 45.69167285106385)
Peetz Table,8075.0,413800.0,40.96195506741573,-103.32222782771535,POINT (-103.32222782771534 40.96195506741575)
Peetz Table Wind Farm,8075.0,29700.0,40.944123545454545,-103.16094363636363,POINT (-103.1609436363636 40.944123545454545)
Pegasus,26157.0,48800.0,43.521668684210525,-83.54848763157895,POINT (-83.54848763157895 43.52166868421052)
Pegasus II,26157.0,80000.0,43.47908271875,-83.53585103125,POINT (-83.53585103125002 43.47908271875)
Pembina Border Station,38067.0,1000.0,48.996891,-97.241592,POINT (-97.241592 48.996891)
Penescal,48261.0,201600.0,27.081945488095236,-97.51854201190476,POINT (-97.51854201190476 27.081945488095236)
Penescal II,48261.0,201600.0,27.11490535714286,-97.56677276190476,POINT (-97.56677276190476 27.11490535714285)
Perennial Wind,31059.0,6900.0,40.63289133333333,-97.62688933333334,POINT (-97.62688933333334 40.63289133333333)
Perrin Ranch,4005.0,99200.0,35.42978820967742,-112.28976033870967,POINT (-112.28976033870968 35.42978820967743)
Persimmon Creek I,40153.0,198600.0,36.169302887499995,-99.32261418750001,POINT (-99.3226141875 36.16930288749998)
Petersburg,31011.0,40500.0,41.864552555555555,-97.9738578148148,POINT (-97.9738578148148 41.86455255555556)
Peyton Creek,48321.0,151200.0,28.866206916666666,-95.9018915625,POINT (-95.9018915625 28.866206916666666)
Pheasant Run I,26063.0,74800.0,43.77030959090909,-83.31563811363637,POINT (-83.31563811363634 43.7703095909091)
Philips Lightolier,25005.0,2000.0,41.74609,-71.116997,POINT (-71.116997 41.74609)
Pilgrim Stage Station,16083.0,10500.0,42.790979,-115.00002828571428,POINT (-115.00002828571428 42.790979)
Pillar Mountain II,2150.0,4500.0,57.78459933333334,-152.45514433333332,POINT (-152.45514433333335 57.78459933333334)
Pilot Hill,17091.0,175100.0,41.003035378640774,-88.05078999029125,POINT (-88.05078999029124 41.003035378640774)
Pine River,26073.0,161300.0,43.47878670769231,-84.66021526153845,POINT (-84.66021526153845 43.4787867076923)
Pine Tree Wind Farm,6029.0,120000.0,35.261189975,-118.18945892500001,POINT (-118.18945892499998 35.261189975)
Pine Tree extension,6029.0,15000.0,35.2559655,-118.1939584,POINT (-118.1939584 35.255965499999995)
Pinnacle,54057.0,55200.0,39.42649391304348,-79.04662395652174,POINT (-79.04662395652176 39.426493913043466)
Pinnebog,26063.0,51000.0,43.84277933333333,-83.12266646666667,POINT (-83.12266646666664 43.84277933333333)
Pinyon Pines I,6029.0,177000.0,35.053326152542375,-118.22254466101695,POINT (-118.222544661017 35.05332615254237)
Pinyon Pines II,6029.0,111000.0,35.013052108108106,-118.20848935135136,POINT (-118.20848935135136 35.013052108108106)
Pioneer Grove,19031.0,6000.0,41.852642,-91.232693,POINT (-91.232693 41.852642)
Pioneer Hutt Wind,48329.0,140180.0,31.774152490196077,-101.90656968627451,POINT (-101.90656968627452 31.774152490196077)
Pioneer Prairie I,19131.0,198000.0,43.475363900000005,-92.59739104166667,POINT (-92.59739104166667 43.475363900000005)
Pioneer Prairie II,19131.0,102300.0,43.4641725,-92.67613132258064,POINT (-92.67613132258063 43.46417249999998)
Pioneer Trail,17053.0,150400.0,40.467937563829786,-88.01471818085106,POINT (-88.01471818085106 40.467937563829786)
Pioneer Wind Park,56009.0,85100.0,42.69478630434783,-105.88236782608696,POINT (-105.88236782608696 42.694786304347815)
Pisgah Mountain,23019.0,9000.0,44.7767206,-68.5233246,POINT (-68.5233246 44.776720600000004)
Pleasant Hill,48107.0,19800.0,33.74534609090909,-101.4547639090909,POINT (-101.4547639090909 33.74534609090909)
Pleasant Valley,27099.0,200000.0,43.78557356,-92.79045905000001,POINT (-92.79045905000001 43.78557356)
Plum Creek,31179.0,231240.0,42.1484836097561,-97.23481354878048,POINT (-97.23481354878045 42.1484836097561)
Plymouth Wind,19149.0,202220.0,42.826893315068496,-95.92575178082193,POINT (-95.92575178082193 42.826893315068496)
Pocahontas Prairie,19151.0,83200.0,42.5979445,-94.608149125,POINT (-94.60814912500003 42.59794449999999)
Point Wind Plant,6029.0,57600.0,35.086023625,-118.35137075,POINT (-118.35137075000002 35.086023624999996)
Polaris,26057.0,168600.0,43.28520105882353,-84.45323944117646,POINT (-84.45323944117645 43.28520105882354)
Polk County Renewables,31143.0,2500.0,41.165283,-97.570107,POINT (-97.570107 41.165283)
Pomeroy (expansion),19025.0,64700.0,42.556812,-94.76837164,POINT (-94.7693763846154 42.557084307692314)
Pomeroy I,19151.0,126480.0,42.599497597560976,-94.73741112195121,POINT (-94.7374111219512 42.59949759756098)
Pomeroy II,19151.0,76500.0,42.58957602040816,-94.74662230612246,POINT (-94.74662230612243 42.589576020408174)
Pomeroy III,19151.0,63120.0,42.60906835,-94.78056037500001,POINT (-94.780560375 42.60906834999999)
Ponderosa,40007.0,203570.0,36.562916460000004,-100.69175892999999,POINT (-100.69175893000002 36.56291646000002)
Post Rock,20053.0,201000.0,38.845240761194034,-98.33307847014925,POINT (-98.33307847014925 38.84524076119401)
Power County,16077.0,45000.0,42.72282227777778,-112.7567375,POINT (-112.7567375 42.72282227777779)
Prairie,19123.0,164000.0,41.448646670731705,-92.68976982926829,POINT (-92.68976982926827 41.4486466707317)
Prairie Breeze,31003.0,200600.0,41.93217248305085,-98.11013411864407,POINT (-98.11013411864408 41.93217248305084)
Prairie Breeze II,31003.0,73390.0,41.939802146341464,-97.92293826829268,POINT (-97.92293826829268 41.939802146341464)
Prairie Breeze III,31003.0,35800.0,41.994995849999995,-97.98059155,POINT (-97.98059155 41.99499585)
Prairie Hill,48309.0,300000.0,31.58909065,-96.80352532,POINT (-96.80352532 31.589090649999992)
Prairie II,19123.0,4000.0,41.47344,-92.7154505,POINT (-92.7154505 41.47344)
Prairie Queen,20001.0,199275.0,37.978570830508474,-95.2438892881356,POINT (-95.24388928813558 37.978570830508474)
Prairie Rose,27133.0,199920.0,43.79704254621849,-96.28542052941177,POINT (-96.28542052941181 43.79704254621848)
Prairie Star,27099.0,100650.0,43.65548947540983,-92.6040781967213,POINT (-92.60407819672133 43.65548947540982)
